"Name","State","Notes","User","Tags","Created","Runtime","Sweep","base_model","dtype","effective_wbits","eval_base","eval_datasets","model_seqlen","offload_activations","seed","trust_remote_code","use_fast_tokenizer","wandb","noise_level","wikitext2"
"Meta-Llama-3.1-8B","finished","-","","","2024-08-15T01:54:11.000Z","36","","meta-llama/Meta-Llama-3.1-8B","auto","3.923828125","false","[""wikitext2""]","8192","false","0","false","false","true","0.0043413027474406935","5.607512474060059"
"Meta-Llama-3.1-8B","finished","-","","","2024-08-15T01:54:11.000Z","36","","meta-llama/Meta-Llama-3.1-8B","auto","3.841796875","false","[""wikitext2""]","8192","false","0","false","false","true","0.0048641594928721015","5.608764171600342"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:53:54.000Z","38","","meta-llama/Llama-2-7b-hf","auto","2.74609375","false","[""wikitext2""]","4096","false","0","false","false","true","0.022217071908893212","5.122647762298584"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:53:53.000Z","37","","meta-llama/Llama-2-7b-hf","auto","2.95703125","false","[""wikitext2""]","4096","false","0","false","false","true","0.01658401917639472","5.125903129577637"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:53:51.000Z","87","","meta-llama/Llama-2-7b-hf","auto","2.8515625","false","[""wikitext2""]","4096","false","0","false","false","true","0.019195008376669844","5.128195285797119"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:53:51.000Z","37","","meta-llama/Llama-2-7b-hf","auto","3.58984375","false","[""wikitext2""]","4096","false","0","false","false","true","0.006897611077864347","5.117165565490723"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:53:50.000Z","39","","meta-llama/Llama-2-7b-hf","auto","2.98046875","false","[""wikitext2""]","4096","false","0","false","false","true","0.016053842954980684","5.1216230392456055"
"Meta-Llama-3.1-8B","finished","-","","","2024-08-15T01:53:35.000Z","35","","meta-llama/Meta-Llama-3.1-8B","auto","3.501953125","false","[""wikitext2""]","8192","false","0","false","false","true","0.007791375438167735","5.608764171600342"
"Meta-Llama-3.1-8B","finished","-","","","2024-08-15T01:53:26.000Z","39","","meta-llama/Meta-Llama-3.1-8B","auto","3.748046875","false","[""wikitext2""]","8192","false","0","false","false","true","0.005539249548126622","5.608764171600342"
"Meta-Llama-3.1-8B","finished","-","","","2024-08-15T01:53:26.000Z","40","","meta-llama/Meta-Llama-3.1-8B","auto","3.830078125","false","[""wikitext2""]","8192","false","0","false","false","true","0.004943826228823462","5.611268043518066"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:53:24.000Z","41","","meta-llama/Llama-2-7b-hf","auto","2.81640625","false","[""wikitext2""]","4096","false","0","false","false","true","0.020153685521979152","5.128798484802246"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:53:24.000Z","41","","meta-llama/Llama-2-7b-hf","auto","2.91015625","false","[""wikitext2""]","4096","false","0","false","false","true","0.017697476868729987","5.117466449737549"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:53:12.000Z","90","","meta-llama/Llama-2-7b-hf","auto","2.5234375","false","[""wikitext2""]","4096","false","0","false","false","true","0.0302509655233171","5.150023460388184"
"Meta-Llama-3.1-8B","finished","-","","","2024-08-15T01:53:10.000Z","36","","meta-llama/Meta-Llama-3.1-8B","auto","3.947265625","false","[""wikitext2""]","8192","false","0","false","false","true","0.0042025151916515275","5.606260776519775"
